instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
682,2012-11-12,Winter,1,11,1,1,0,1,0.16,0.1515,0.59,0.194,1097,5172,6269
683,2012-11-13,Winter,1,11,0,2,1,2,0.16,0.1515,0.55,0.2239,327,3767,4094
684,2012-11-14,Winter,1,11,0,3,1,1,0.3,0.3182,0.61,0.1045,373,5122,5495
685,2012-11-15,Winter,1,11,0,4,1,2,0.16,0.1667,0.59,0.1642,320,5125,5445
686,2012-11-16,Winter,1,11,0,5,1,1,0.16,0.197,0.59,0.0896,484,5214,5698
687,2012-11-17,Winter,1,11,0,6,0,1,0.16,0.1818,0.59,0.1045,1313,4316,5629
688,2012-11-18,Winter,1,11,0,0,0,1,0.16,0.197,0.64,0.0896,922,3747,4669
689,2012-11-19,Winter,1,11,0,1,1,2,0.16,0.1818,0.64,0.1045,449,5050,5499
690,2012-11-20,Winter,1,11,0,2,1,2,0.16,0.1818,0.69,0.1045,534,5100,5634
702,2012-12-02,Winter,1,12,0,0,0,2,0.22,0.2576,0.8,0.0896,892,3757,4649
704,2012-12-04,Winter,1,12,0,2,1,1,0.24,0.2424,0.75,0.1343,551,6055,6606
706,2012-12-06,Winter,1,12,0,4,1,1,0.24,0.2576,0.81,0.1045,340,5035,5375
707,2012-12-07,Winter,1,12,0,5,1,2,0.24,0.2424,0.81,0.1343,349,4659,5008
708,2012-12-08,Winter,1,12,0,6,0,2,0.22,0.2273,0.87,0.1343,1153,4429,5582
709,2012-12-09,Winter,1,12,0,0,0,2,0.22,0.2273,0.87,0.1343,441,2787,3228
710,2012-12-10,Winter,1,12,0,1,1,2,0.22,0.2576,0.87,0.0896,329,4841,5170
711,2012-12-11,Winter,1,12,0,2,1,2,0.2,0.197,0.93,0.194,282,5219,5501
712,2012-12-12,Winter,1,12,0,3,1,2,0.22,0.2424,0.93,0.1045,310,5009,5319
713,2012-12-13,Winter,1,12,0,4,1,1,0.22,0.2273,0.93,0.194,425,5107,5532
714,2012-12-14,Winter,1,12,0,5,1,1,0.22,0.2273,0.93,0.1343,429,5182,5611
715,2012-12-15,Winter,1,12,0,6,0,1,0.22,0.2273,0.93,0.1343,767,4280,5047
716,2012-12-16,Winter,1,12,0,0,0,2,0.22,0.2121,0.93,0.2836,538,3248,3786
717,2012-12-17,Winter,1,12,0,1,1,2,0.22,0.2424,0.93,0.1045,212,4373,4585
718,2012-12-18,Winter,1,12,0,2,1,1,0.22,0.2424,0.93,0.1045,433,5124,5557
719,2012-12-19,Winter,1,12,0,3,1,1,0.22,0.2121,0.93,0.2239,333,4934,5267
720,2012-12-20,Winter,1,12,0,4,1,2,0.22,0.2121,0.93,0.2239,314,3814,4128
721,2012-12-21,Spring,1,12,0,5,1,2,0.24,0.2576,0.93,0.0896,221,3402,3623
723,2012-12-23,Spring,1,12,0,0,0,1,0.24,0.2273,0.93,0.194,408,1379,1787
724,2012-12-24,Spring,1,12,0,1,1,2,0.24,0.2273,0.93,0.2239,174,746,920
725,2012-12-25,Spring,1,12,1,2,0,2,0.34,0.3333,0.93,0.1642,440,573,1013
728,2012-12-28,Spring,1,12,0,5,1,2,0.36,0.3333,0.71,0.2985,644,2451,3095
731,2012-12-31,Spring,1,12,0,1,1,2,0.28,0.2424,0.45,0.4925,439,2290,2729
